BTS ASCII format															
															
Type:         	Emg tracks														
Measure unit: 	mV														
															
Tracks:       	14														
Frequency:    	1000 [Hz]														
Frames:       	11111														
Start time:   	0														
															
 Frame	  Time  	Right Rectus femoris  	Right Vastus medialis  	Right Vastus lateralis  	Right Tibialis anterior  	Right Biceps femoris caput longus  	Right Semitendinosus  	Right Gastrocnemius medialis  	Right Gastrocnemius lateralis  	Right Peroneus longus  	Right Soleus  	Right Erector spinae ileocostalis  	Right Tensor fasciae latae  	Right Gluteus maximus  	Right Gluteus medius
9782	9.782	0.0072	-0.0061	0	0.0207	0.0419	0.021	0.0094	0.0084	-0.0072	-0.0008	0.0339	0.0138	0.0013	0.0021
9783	9.783	0.0123	-0.0056	-0.0007	0.0072	0.0401	0.0239	0.0016	0.0031	-0.0051	0.0022	0.0378	0.0091	0.0005	-0.0029
9784	9.784	0.0029	-0.0053	-0.0001	0.0017	0.0416	0.0246	0.0088	-0.0113	0.0028	0.0074	0.0124	0.0134	-0.0019	0.0054
9785	9.785	0.004	0.0003	0.0041	-0.0036	0.0429	0.0218	0.0024	0.0018	0.0101	-0.0004	0.0093	0.0016	0.0033	0.0043
9786	9.786	0.0072	0.001	0.0116	-0.0219	0.0391	0.0316	-0.0034	0.0136	0.0242	-0.0014	0.0122	-0.0019	0.0069	0.0012
9787	9.787	0.0101	0.0116	0.0106	-0.0388	0.0312	0.0327	-0.0193	0.0099	0.0303	-0.0006	0.0095	0.0014	0	0.0019
9788	9.788	0.0074	0.01	0.0096	-0.0181	0.0217	0.0412	-0.0049	0.0131	0.036	0.0036	0.0119	0.0222	0.0027	0.0061
9789	9.789	0.0115	0.0114	0.0138	0.0234	0.0179	0.0377	-0.0094	-0.0019	0.0277	0.0042	0.0097	0.0142	0.0002	0.0113
9790	9.79	0.0108	0.0101	0.0115	0.0528	0.0123	0.0343	0.0025	-0.0047	0.0204	0.0049	-0.0168	0.007	-0.0051	0.0091
9791	9.791	0.0072	0.0045	0.0036	0.0903	0.0029	0.0235	0.006	0.0025	0.0027	0.0079	-0.0203	0.0005	-0.0016	0.0107
9792	9.792	0.0014	0.0034	0.0065	0.1342	0.0018	0.0191	-0.0105	0.0003	-0.0144	0.0051	-0.0299	-0.0014	-0.0021	0.0111
9793	9.793	-0.0009	0.008	-0.0021	0.0935	-0.0106	0.0124	-0.0019	0.0022	-0.0033	0.0015	-0.0148	-0.0142	-0.0098	0.0095
9794	9.794	0.0011	0.002	-0.0012	0.0137	-0.0121	-0.0051	0.0007	0.0189	0.0273	0.0012	-0.0119	-0.0226	-0.0026	0.0136
9795	9.795	0.0041	-0.0002	0.0082	-0.0666	-0.0258	-0.0178	-0.0018	0.0211	0.0318	-0.0036	-0.0141	-0.0055	0.0019	0.0119
9796	9.796	0.0036	0.0004	0.0069	-0.0559	-0.0275	-0.0203	0.0003	0.0068	0.0201	-0.0078	-0.0161	-0.0076	-0.0006	0.006
9797	9.797	0.0011	-0.0066	0.0078	-0.0459	-0.0256	-0.0226	0.0023	0.0124	-0.0345	-0.0083	0.0064	-0.026	0.0015	0.0053
9798	9.798	0.0062	-0.013	0.015	-0.0542	-0.0238	-0.0359	0.0078	0.0106	-0.0579	-0.0005	0.0213	-0.0282	0.0022	0.0017
9799	9.799	0.0055	-0.0071	0.0104	-0.0615	-0.0196	-0.0413	0.0062	-0.0001	-0.0507	0.0005	0.0187	-0.0169	0.0038	-0.0001
9800	9.8	0.0061	-0.0064	0.0025	-0.0397	-0.0205	-0.0309	-0.0015	-0.0126	-0.0183	-0.0025	0.0262	-0.0107	-0.005	0.0004
9801	9.801	0.0021	-0.01	0.0035	0.0578	-0.0214	-0.0215	-0.0029	-0.0142	-0.0356	0.0021	0.0242	-0.0199	0.0012	-0.0001
9802	9.802	-0.0047	-0.0142	0.0026	0.2666	-0.0222	-0.0129	0.0059	-0.0035	-0.0303	0.0081	0.0143	-0.0012	0.0001	-0.0014
9803	9.803	-0.0131	-0.01	0	0.4158	-0.0229	-0.0054	0.0071	0.009	-0.0255	0.0119	0.0201	0.0112	-0.0009	0.0025
9804	9.804	-0.014	-0.0022	-0.0053	0.2803	-0.0169	-0.0003	0.0123	0.0106	-0.0741	0.0139	0.0085	0.0136	-0.0019	-0.0001
9805	9.805	-0.015	0.0057	-0.0089	0.0092	-0.0115	0.004	0.0115	0.0091	-0.042	0.0234	-0.0144	0.0035	-0.0028	-0.0013
9806	9.806	-0.0176	0.0027	-0.0085	-0.0269	-0.005	0.0063	0.0156	0.0187	-0.0011	0.0139	-0.0306	-0.0019	0.0009	0.0015
9807	9.807	-0.0098	0.0002	-0.0068	-0.1253	-0.0023	0.0008	0.0103	0.0175	0.0791	0.0077	-0.0216	0.0067	-0.0012	0.0051
9808	9.808	-0.017	0.0062	-0.0034	-0.5724	-0.0029	0.0083	-0.0003	0.0003	0.1599	-0.0094	-0.0187	0.0175	-0.0007	0.0053
9809	9.809	-0.0085	0.0011	-0.0013	-0.6359	0.0021	0.0071	-0.0019	-0.0269	0.0455	-0.0216	-0.0062	0.0217	-0.0003	0.0073
9810	9.81	-0.0094	0.0091	0.0007	-0.4609	0.0039	0.0095	-0.0061	-0.0378	-0.0308	-0.0194	0.0007	0.0156	0.0012	0.0047
9811	9.811	-0.0063	0.0102	0.0024	0.0152	0.0011	0.0101	-0.005	-0.041	0.0108	-0.0335	-0.0092	-0.0013	0.0033	0.0078
9812	9.812	-0.0054	0.0112	0.0076	0.2076	0.0038	0.0119	0.0027	-0.0202	0.0233	-0.0241	-0.0146	-0.0135	0.0045	0.0021
9813	9.813	-0.0027	0.0054	0.0097	0.266	0.0036	0.0123	0.008	0.0046	-0.0111	-0.0122	-0.0195	-0.0021	0.0019	0.0027
9814	9.814	-0.002	0.0077	0.0076	0.3191	-0.0009	0.0126	0.0088	0.0078	-0.0214	-0.0045	-0.0117	-0.0162	0.0008	-0.0023
9815	9.815	-0.0026	0.0143	0.0133	0.3674	-0.0101	0.0212	0.0096	0.0167	-0.0118	0.0052	0.0037	-0.0031	-0.0023	-0.0029
9816	9.816	-0.0008	0.0152	0.008	0.4985	-0.028	0.035	0.0148	0.0194	-0.0376	0.009	0.0141	-0.0047	0.0012	-0.0024
9817	9.817	0.001	0.0132	0.003	0.3799	-0.035	0.0144	0.0167	0.017	-0.0608	0.0239	0.0162	-0.009	0.0063	0.0023
9818	9.818	0.0006	0.014	0.0013	0.1279	-0.0281	-0.0047	0.0072	0.0147	0.0035	0.0179	0.0114	-0.0156	0.0042	0.0005
9819	9.819	0.0028	0.0099	0.0018	-0.0357	-0.0259	-0.0121	-0.0109	-0.0038	0.0986	0.0086	0.0101	-0.0239	0.0011	-0.0012
9820	9.82	0.0026	0.0072	-0.004	-0.0053	-0.0313	-0.0278	-0.0132	-0.0262	0.0105	0.0002	0.0117	-0.0087	0.0016	0.0013
9821	9.821	0.0045	0.0121	-0.0077	-0.0857	-0.0194	-0.0504	-0.0066	-0.0291	-0.0469	0.0017	0.0056	-0.0024	-0.0032	-0.0018
9822	9.822	0.0062	0.0028	-0.0126	-0.1588	-0.0086	-0.0476	-0.0047	-0.0154	-0.0156	0.0004	0.0002	0.007	0.001	-0.0038
9823	9.823	0.0053	-0.0066	-0.0156	-0.2259	0.004	-0.045	-0.0067	-0.0032	-0.0628	0.0017	-0.0049	0.0121	0.0004	-0.002
9824	9.824	0.0047	-0.0075	-0.0151	-0.409	0.0057	-0.0178	0.0016	-0.0055	-0.1231	-0.0039	-0.015	0.0167	0.0009	-0.0044
9825	9.825	0.0008	-0.0128	-0.0135	-0.4827	0.0133	0.0002	0.0032	-0.0076	-0.0683	0.0034	-0.0052	0.0042	0.0039	0.0006
9826	9.826	0.0003	-0.0073	-0.0093	-0.4156	0.0229	-0.003	0.0072	0.0055	-0.0041	0.0157	0.0139	0.0026	0.0059	-0.0001
9827	9.827	0.0061	-0.0154	-0.0133	-0.4358	0.0215	-0.0001	0.006	0.0141	0.0046	0.0208	0.0113	0.0195	0.0001	-0.0019
9828	9.828	0.0008	-0.0141	-0.0086	-0.4173	0.027	0.0025	0.005	0.0125	0.0908	0.0193	0.0137	0.0129	0.0009	-0.0024
9829	9.829	0.0056	-0.0168	-0.0081	-0.5012	0.034	0.0048	0.008	0.011	0.1944	0.0153	0.0116	0.0149	0.0046	-0.004
9830	9.83	0.0061	-0.0156	-0.0053	-0.2716	0.033	-0.0018	0.0035	-0.0055	0.153	0.0015	0.0055	0.0056	0.0026	-0.0062
9831	9.831	0.0089	-0.0111	-0.0038	0.2208	0.0302	0.0001	-0.0059	-0.0121	0.0649	-0.0115	0.0074	0.0005	0.0042	-0.0034
9832	9.832	0.0073	-0.0038	-0.0026	0.1508	0.0277	0.013	-0.0094	-0.0101	-0.0385	-0.0165	0.0057	-0.0041	0.0083	-0.0044
9833	9.833	0.0069	-0.0008	0.0021	0.3427	0.0254	0.0248	-0.0037	-0.0008	0.0034	-0.018	0.0164	-0.0055	0.0108	-0.0055
9834	9.834	0.0048	-0.0014	0.0037	0.2846	0.0257	0.0231	-0.0025	0.0041	-0.009	-0.011	0.0039	-0.0118	0.0104	-0.0066
9835	9.835	0.0073	0.0059	0.0053	0.2314	0.0167	0.0325	0.0117	0.0238	0.0027	-0.0073	0.0023	-0.0063	0.0039	-0.0085
9836	9.836	0.0027	0.0088	0.01	0.1826	0.0103	0.0435	0.0017	0.0263	-0.0075	0.0098	0.0068	-0.0094	0.0048	-0.0047
9837	9.837	-0.0004	0.0203	0.0083	0.1382	-0.0046	0.0385	0.0037	0.0189	-0.0927	0.0122	0.0277	-0.016	0.0039	0.0041
9838	9.838	-0.001	0.0281	0.0099	0.3359	-0.0149	0.0563	-0.0081	0.0032	-0.1499	-0.0033	0.0188	-0.0239	0.0123	0.0028
9839	9.839	-0.0078	0.0243	0.0084	0.1552	-0.0354	0.0583	-0.0065	-0.0195	-0.1585	-0.0067	-0.0012	-0.0199	0.0173	-0.0004
9840	9.84	-0.0014	0.0183	0.0126	0.1222	-0.0545	0.0603	0.0033	-0.0048	-0.0019	-0.0088	-0.0425	-0.0128	0.0095	-0.0015
9841	9.841	-0.0006	0.0175	0.0085	0.152	-0.067	0.046	0.0071	0.0087	0.155	-0.0069	-0.0836	-0.0026	0.0042	0.0037
9842	9.842	-0.0058	0.0147	0.006	0.1253	-0.0604	0.018	0.0062	-0.0039	0.0535	-0.0018	-0.0571	0.0097	-0.0004	0.0064
9843	9.843	-0.001	0.0158	0.001	0.0518	-0.0545	-0.026	0.0093	-0.0152	-0.0019	-0.0003	-0.0429	0.0079	-0.0063	-0.0031
9844	9.844	-0.0028	0.0152	-0.0039	-0.0154	-0.0342	-0.0553	0.0121	-0.0093	0.015	0.001	-0.0032	0.0247	-0.0116	-0.0068
9845	9.845	-0.0116	0.0103	-0.0108	-0.036	-0.0263	-0.0605	0.008	-0.0001	0.0611	0.0022	0.0553	0.0042	-0.0123	-0.0101
9846	9.846	-0.0179	-0.0001	-0.0154	-0.018	-0.0093	-0.0462	0.0058	-0.0054	0.0474	0.0032	0.0786	-0.0041	-0.0119	-0.0174
9847	9.847	-0.0192	-0.0047	-0.0174	-0.0081	0.0062	-0.0364	-0.0059	-0.0103	0.0098	-0.0063	0.0144	0.0131	-0.0183	-0.0128
9848	9.848	-0.0137	-0.009	-0.0165	-0.0591	0.0171	-0.0495	-0.0137	-0.0335	-0.0475	-0.0202	-0.0634	0.0195	-0.0089	-0.012
9849	9.849	-0.0148	-0.0101	-0.0112	-0.0139	0.031	-0.0457	-0.0126	-0.0305	0.0047	-0.0259	-0.0946	0.0133	-0.0078	-0.022
9850	9.85	-0.0046	-0.0136	-0.0092	0.0828	0.0437	-0.0349	-0.0004	-0.022	-0.0046	-0.0107	-0.0664	-0.0036	-0.0046	-0.015
9851	9.851	-0.0088	-0.0143	-0.0022	0.0952	0.0485	-0.0317	0.0149	0.0077	0.0215	0.0035	-0.0234	0.0029	-0.0036	-0.0062
9852	9.852	-0.0051	-0.0256	0.0005	0.1758	0.0529	-0.0167	0.017	0.0191	0.0762	0.0127	-0.0003	-0.0074	-0.0063	-0.003
9853	9.853	0.0003	-0.0269	0.0064	0.1863	0.0485	-0.014	-0.0033	0.0078	0.1261	0.0008	0.0065	-0.0094	-0.0055	-0.002
9854	9.854	0.0075	-0.0308	0.0116	0.1392	0.0344	0.0033	-0.0112	0.0041	0.0291	-0.0069	0.0128	-0.0179	-0.0108	0.0007
9855	9.855	0.001	-0.0343	0.0165	0.0099	0.0174	0.0099	-0.0134	0.0067	-0.0959	-0.0083	0.0184	-0.0042	-0.0115	0.0016
9856	9.856	-0.0069	-0.0331	0.0248	-0.0829	0.015	0.0241	-0.0111	0.0092	-0.1461	-0.0071	-0.0084	-0.0024	-0.012	0.0068
9857	9.857	-0.0101	-0.0193	0.0237	-0.2348	0.0048	0.0297	-0.009	0.0115	-0.1307	-0.0016	-0.0133	-0.0144	-0.008	0.0132
9858	9.858	-0.0075	-0.0098	0.0122	-0.3778	-0.012	0.0279	0.0003	-0.004	-0.0608	-0.0154	-0.0355	-0.0222	-0.0033	0.0158
9859	9.859	-0.005	0.0021	0.0168	-0.2488	-0.0187	0.0509	-0.0081	-0.01	0.0783	-0.0136	-0.0239	-0.0183	-0.0038	0.018
9860	9.86	-0.0029	0.0098	0.0071	-0.131	-0.0166	0.0871	-0.0066	-0.0156	0.0969	-0.0019	0.0013	-0.0247	-0.0034	0.016
9861	9.861	-0.005	0.0251	0.0083	-0.0235	-0.0407	0.0337	-0.0078	-0.0173	0.0128	0.0056	0.0175	-0.0077	-0.0081	0.0155
9862	9.862	-0.0034	0.0271	-0.002	-0.0094	-0.0635	0.0123	-0.0065	-0.0158	-0.0023	-0.0014	0.0085	0.0044	-0.0087	0.0171
9863	9.863	-0.0063	0.0289	-0.0033	0.0279	-0.0721	-0.0201	-0.0008	-0.0062	-0.0162	-0.0103	0.0002	0.0154	-0.0023	0.0094
9864	9.864	-0.0049	0.0272	-0.0096	0.062	-0.0746	-0.061	0.0107	0.0127	-0.0036	0.0068	0.0072	0.0092	-0.0032	0.0062
9865	9.865	-0.01	0.0196	-0.0151	-0.0529	-0.0571	-0.0768	0.015	0.0263	-0.0151	0.024	0.0004	-0.0189	-0.001	0.0051
9866	9.866	-0.0023	0.0099	-0.0246	-0.0989	-0.0277	-0.0525	0.011	0.024	-0.0462	0.0261	0.0104	-0.079	-0.0004	0.0043
9867	9.867	0.0072	0.0036	-0.0157	-0.1407	0.0003	-0.0303	-0.0003	0.0218	-0.0178	0.0159	0.0158	-0.1568	-0.001	0.0018
9868	9.868	0.0034	-0.0068	-0.0125	-0.2042	0.0112	-0.0103	-0.008	-0.0007	-0.0437	0.0103	0.0241	-0.0005	-0.0006	0.0011
9869	9.869	0.0137	-0.011	-0.0115	-0.2623	0.0344	0.0079	-0.0069	-0.0036	-0.0203	0.0018	0.0193	0.0666	0.0019	0.0018
9870	9.87	0.0123	-0.0249	-0.0141	-0.1065	0.0432	-0.0018	-0.0008	0.0045	0.0011	-0.0059	0.0121	0.0462	0.0022	0.0035
9871	9.871	0.016	-0.0343	-0.0166	0.2289	0.0514	-0.0046	0.0094	0.0218	-0.0054	-0.0019	0.0108	0.0646	0.0033	0.0053
9872	9.872	0.017	-0.0362	-0.0114	0.18	0.0638	-0.0018	0.0078	0.0285	0.012	0.0043	0.0028	0.0478	0.0068	0.0079
9873	9.873	0.0139	-0.0409	-0.0035	0.1355	0.0794	-0.019	0.0039	-0.002	0.0279	-0.0014	0.0099	0.0325	0.0089	0.0082
9874	9.874	0.0224	-0.0397	0.0017	0.1741	0.0895	-0.0255	-0.004	-0.068	0.0326	-0.0045	0.0238	0.0186	0.006	0.0122
9875	9.875	0.0327	-0.031	0.0102	0.0651	0.095	-0.0112	-0.0071	-0.0584	0.0369	-0.011	0.042	0.031	0.0101	0.017
9876	9.876	0.0313	-0.0256	0.018	0.0315	0.0831	0.0095	-0.0045	-0.0151	0.025	-0.0085	0.0246	0.0194	0.0106	0.0076
9877	9.877	0.0251	-0.0205	0.0191	0.0013	0.0754	0.0287	-0.0004	0.0397	0.0215	-0.0032	0.0089	0.0091	0.0058	0.0063
9878	9.878	0.0241	-0.0161	0.0218	0.0281	0.0627	0.0361	-0.012	0.0186	-0.0082	-0.0012	0.0229	-0.0004	0.0088	0.0026
9879	9.879	0.0168	-0.0085	0.0244	-0.0458	0.0541	0.0428	-0.0376	-0.0524	-0.0361	0.0004	0.0283	0.0081	0.0116	-0.0005
9880	9.88	0.0122	0.0007	0.0267	-0.0237	0.031	0.0409	-0.0342	-0.0426	-0.0397	0.0056	0.0162	0.0003	0.0047	0.0026
9881	9.881	0.0063	0.017	0.0203	-0.0032	0.0011	0.0503	-0.0375	0.0182	-0.0233	0.0048	0.0054	0.0215	0.0092	-0.0001
9882	9.882	0.0011	0.019	0.0281	0.0529	-0.027	0.0555	-0.0465	0.0731	-0.0205	0.0017	-0.0156	0.0022	0.0066	0.0077
9883	9.883	-0.0096	0.0248	0.0228	0.2383	-0.0599	0.0786	-0.0166	0.0804	0.004	-0.0072	-0.0306	0.0195	0.0118	0.0088
9884	9.884	-0.0141	0.0265	0.0125	0.3619	-0.0908	0.1283	0.0112	0.0613	0.0468	0.0041	-0.0227	0.0248	0.0068	0.0062
9885	9.885	-0.0182	0.0313	0.0084	0.2952	-0.1109	0.1354	0.0291	0.0323	-0.018	0.0117	-0.0301	0.0103	0.005	-0.0016
9886	9.886	-0.027	0.0326	-0.0004	0.1937	-0.1218	0.1031	0.0191	0.0167	-0.0441	0.0129	0.0034	0.006	-0.0004	-0.0005
9887	9.887	-0.026	0.0253	-0.0153	-0.0101	-0.1186	0.0385	0.0159	0.0217	0.0103	0.0041	0.0275	0.0178	0.0002	-0.0031
9888	9.888	-0.0312	0.0137	-0.0215	-0.2	-0.0979	-0.0391	0.013	0.0263	0.0314	0.0096	0.0319	-0.0003	0.0018	-0.0126
9889	9.889	-0.0267	0.0088	-0.0383	-0.2739	-0.0788	-0.112	0.0055	0.0303	0.0247	0.0085	0.02	0.0161	0.0046	-0.0162
9890	9.89	-0.0189	0.0015	-0.0317	-0.3862	-0.0466	-0.1404	0.0031	0.0124	-0.0049	0	-0.0055	0.0074	-0.0003	-0.0194
9891	9.891	-0.0115	-0.0052	-0.0338	-0.2846	-0.007	-0.1145	0.0131	-0.0172	-0.0102	-0.0078	-0.0024	-0.0006	0.0013	-0.0183
9892	9.892	-0.0069	-0.0181	-0.0319	-0.1183	0.0195	-0.1067	0.0185	-0.0209	-0.0055	0.0017	-0.0174	-0.0129	-0.0005	-0.0174
9893	9.893	-0.0026	-0.0269	-0.0269	0.0381	0.0435	-0.1137	0.0234	-0.0171	-0.01	-0.0046	-0.0094	-0.015	-0.0085	-0.0165
9894	9.894	0.0044	-0.0319	-0.0224	0.0985	0.0566	-0.0813	0.0217	-0.0071	-0.0064	0.001	-0.0167	-0.021	-0.0054	-0.0157
9895	9.895	0.0072	-0.0364	-0.0184	0.1164	0.0603	-0.0519	0.009	0.0081	-0.0174	0.002	-0.0189	-0.0079	-0.0025	-0.0235
9896	9.896	0.0098	-0.0305	-0.0147	0.1662	0.0566	-0.0359	0.0207	0.0003	-0.0273	-0.0026	-0.0126	-0.0095	-0.0053	-0.0182
9897	9.897	0.0077	-0.0206	0.0002	0.1198	0.0597	-0.0117	0.0189	0.013	-0.0245	0.0103	-0.0031	-0.017	-0.0062	-0.0173
9898	9.898	0.0085	-0.0113	-0.0019	0.0495	0.0507	0.0016	0.0201	0.0469	-0.011	0.0084	0.0122	-0.0128	-0.0041	-0.0113
9899	9.899	0.0069	-0.0003	0.0073	-0.1408	0.0424	-0.0023	0.0009	0.1101	0.006	0.01	0.0428	-0.0215	-0.0092	-0.0119
9900	9.9	0.0087	0.0009	0.0056	-0.2768	0.035	0.0086	-0.0403	0.1189	0.035	0.0024	0.0384	-0.0182	-0.0123	-0.0112
9901	9.901	0.0053	-0.0007	0.007	-0.154	0.0237	0.0117	-0.1051	0.1114	0.0308	0.0064	0.0185	-0.0109	-0.0107	-0.0054
9902	9.902	0.0051	0.0027	0.011	-0.1767	0.0257	0.0204	-0.0794	0.0619	0.0052	0.0027	-0.0143	-0.0081	-0.0123	-0.0016
9903	9.903	0.0081	0.0103	0.0197	-0.1564	0.0127	0.0284	-0.0405	-0.0091	-0.0181	-0.0005	-0.054	0.0048	-0.0093	0.0034
9904	9.904	0.0118	0.0173	0.0141	-0.1007	-0.0059	0.0259	-0.0052	-0.0753	-0.0212	-0.012	-0.0487	0.018	-0.0055	0.0077
9905	9.905	0.0077	0.018	0.0171	0.0841	-0.0381	0.0551	0.027	-0.1528	0.0033	-0.0105	-0.0244	0.0062	-0.0081	0.0083
9906	9.906	0.0062	0.0237	0.0067	0.2064	-0.0687	0.075	0.0326	-0.2254	-0.0069	-0.0008	-0.0112	-0.0043	-0.004	0.0058
9907	9.907	0.0028	0.0214	0.0107	-0.1304	-0.0805	0.0714	0.0272	-0.1779	0.0015	-0.0019	-0.0073	0.0084	-0.0023	0.0081
9908	9.908	0.0041	0.0277	0.0069	-0.3714	-0.0985	0.0684	0.0223	-0.1002	0.0369	-0.0051	-0.0037	0.0136	0.0044	0.0102
9909	9.909	-0.0005	0.0285	0.0013	-0.3287	-0.1149	0.0715	-0.0439	-0.0482	0.0319	-0.0103	0.0062	0.0092	-0.0021	0.0106
9910	9.91	-0.0073	0.0354	-0.0018	0.1074	-0.1121	0.0471	-0.0534	-0.0196	0.0187	-0.0038	0.0092	0.0107	0.0005	0.0123
9911	9.911	-0.0099	0.0327	-0.0083	0.6303	-0.1094	0.0044	-0.0449	0.0237	0.0225	0.004	0.0066	0.0046	0.0026	0.0073
9912	9.912	-0.0106	0.0232	-0.0108	0.4194	-0.0972	-0.0484	0.0412	0.0316	0.0116	-0.0031	0.0091	-0.0055	-0.0067	0.0094
9913	9.913	-0.0053	0.0169	-0.0131	0.2275	-0.0681	-0.0695	0.1676	0.0246	0.0016	-0.0076	0.0114	-0.0122	-0.0055	0.0064
9914	9.914	0.0055	0.0091	-0.0095	0.0532	-0.0243	-0.0887	-0.0175	0.0183	0.0044	-0.0033	0.0014	-0.0158	0.007	0.0104
9915	9.915	0.0011	0.0018	-0.0112	0.1057	0.0164	-0.0828	-0.0421	0.0127	0.007	-0.0054	-0.0004	0.0015	0.0121	0.0027
9916	9.916	0.0025	-0.0104	-0.0084	0.0574	0.0321	-0.0562	0.0698	0.0076	0.0046	-0.0017	0.0115	-0.0005	0.0076	0.0037
9917	9.917	-0.0011	-0.0122	-0.0069	0.0136	0.0366	-0.0223	0.09	0.0029	0.0067	-0.0058	0.0131	-0.0067	0.0089	0.0006
9918	9.918	-0.0043	-0.0137	-0.0092	-0.0261	0.0408	-0.009	0.0345	-0.0016	0.0047	-0.0074	-0.0076	-0.0166	0.0027	-0.004
9919	9.919	-0.0012	-0.0096	-0.0112	0.0102	0.0605	-0.0208	0.0177	-0.0057	0.0065	0.0005	-0.0047	-0.0183	-0.0005	-0.0082
9920	9.92	-0.0039	-0.0084	-0.0109	0.0434	0.0857	-0.0172	0.0329	-0.0239	-0.0086	0.0176	-0.002	-0.013	-0.0035	-0.0089
9921	9.921	-0.0098	-0.0073	-0.0057	0.0736	0.102	-0.0007	0.0191	-0.0076	-0.0228	0.0104	-0.0143	-0.0021	-0.0099	-0.004
9922	9.922	-0.0075	-0.0124	0.0027	0.1015	0.0989	0.0142	-0.0186	-0.0047	-0.0134	-0.005	-0.0077	0.0051	-0.004	-0.0046
9923	9.923	-0.0111	-0.0168	-0.0029	0.0282	0.096	0.0005	-0.0301	-0.0182	-0.022	-0.011	0.0024	0.0064	-0.0019	-0.0006
9924	9.924	-0.0128	-0.0158	0.0001	-0.0387	0.0886	-0.0068	-0.0197	-0.0109	0.001	-0.0128	-0.0032	0.0214	-0.0039	-0.0042
9925	9.925	-0.0051	-0.0148	0.0009	-0.1401	0.0819	0.0178	-0.0291	0.0137	0.0043	-0.011	-0.0016	0.0074	0.0003	-0.002
9926	9.926	-0.0041	-0.0038	0.0087	-0.1584	0.0757	0.0475	-0.0205	-0.0227	-0.0045	-0.0064	0.009	-0.0018	0.002	0.0027
9927	9.927	0.0005	0.0012	0.0076	-0.1079	0.0663	0.0195	0.003	-0.047	0.0312	0.0006	0.0297	0.0135	0.0014	0.0069
9928	9.928	-0.0003	-0.0025	0.0103	-0.0316	0.0476	0.0159	-0.0041	-0.0602	0.036	0.0044	0.0325	0.0197	-0.0029	0.0074
9929	9.929	0.0067	-0.0008	0.0112	-0.0733	0.0303	0.0126	-0.0104	-0.0642	0.0053	0.0055	0.0024	0.0142	0.0047	0.0058
9930	9.93	0.0075	-0.0013	0.0181	-0.111	0.0055	0.0037	-0.0161	-0.0097	0.0015	0.0087	-0.0095	0.0126	0.0099	0.008
9931	9.931	0.0101	0.0086	0.0246	-0.0076	-0.0176	0.0118	-0.0001	0.0447	-0.0165	0.006	0.0014	0.002	0.0071	0.0067
9932	9.932	0.0108	0.0154	0.0187	-0.0219	-0.0326	0.0242	-0.0046	0.0659	-0.0066	0.0087	0.0177	-0.002	0.0062	0.0041
9933	9.933	0.0087	0.0236	0.024	-0.1106	-0.0464	0.0535	0.0087	0.0334	-0.0094	0.011	0.0028	0.0018	0.0068	0.0051
9934	9.934	0.017	0.0336	0.0247	0.0156	-0.0488	0.0575	0.0128	0.0275	-0.0011	0.0175	-0.011	-0.0131	-0.0011	0.0048
9935	9.935	0.0114	0.0428	0.0231	0.0657	-0.0555	0.0467	0.0238	0.022	-0.0083	0.0219	-0.0335	-0.0029	0.0061	0.0017
9936	9.936	0.0041	0.0442	0.0143	0.1421	-0.0536	-0.0028	0.0143	0.0459	0.0029	0.0167	-0.0308	-0.0048	0.0106	0.0072
9937	9.937	0.0014	0.0374	0.003	0.0725	-0.0443	-0.01	-0.0004	0.05	0.0212	0.0062	-0.0118	-0.0099	0.0114	0.0035
9938	9.938	-0.0115	0.0386	-0.0015	-0.0413	-0.0393	0.0091	-0.0083	0.0378	0.0089	-0.0167	-0.0143	-0.0175	0.0151	-0.0043
9939	9.939	-0.0134	0.0449	-0.0028	-0.118	-0.0316	0.0032	-0.0154	0.0266	0.0025	-0.0134	-0.0165	-0.0162	0.0057	-0.0013
9940	9.94	-0.0117	0.04	-0.0091	-0.021	-0.0108	-0.0236	-0.0173	0.0165	0.0088	-0.0059	-0.0094	-0.0128	0.003	-0.0016
9941	9.941	-0.0163	0.0297	-0.0058	-0.0088	0.0164	-0.0675	-0.0232	0.0012	0.0191	-0.003	0.0131	-0.0016	0.0041	-0.0043
9942	9.942	-0.0149	0.0194	-0.0088	0.0254	0.0346	-0.0851	-0.0174	-0.0019	0.0211	-0.0002	0.0161	0.0122	0.0051	-0.0052
9943	9.943	-0.0161	0.0127	-0.0115	0.0357	0.0445	-0.0906	-0.0121	-0.0295	-0.0041	0.0022	-0.0195	0.0102	-0.0044	-0.0059
9944	9.944	-0.0151	0.0042	-0.0106	0.0075	0.0417	-0.0569	0.005	-0.0699	-0.0368	0.0044	-0.0631	0.0152	-0.0081	-0.0024
9945	9.945	-0.012	-0.001	-0.0127	0.0515	0.0446	-0.0086	0.0164	-0.0331	-0.0588	0.0146	-0.0457	-0.0018	-0.0003	0.0007
9946	9.946	-0.0056	-0.0164	-0.0048	0.1696	0.0424	0.0105	0.0104	0.0393	-0.0148	0.0165	-0.0298	-0.0084	-0.0034	0.0012
9947	9.947	-0.0081	-0.0227	0.0026	0.1535	0.0315	0.0277	0.0051	0.0701	0.0262	0.0149	-0.0056	0.0057	0.0012	0.0027
9948	9.948	-0.0034	-0.0433	0.0088	-0.0486	0.0076	0.0534	-0.0096	0.0128	0.0422	0.0043	0.0076	0.0038	-0.0013	0.0039
