BTS ASCII format															
															
Type:         	Emg tracks														
Measure unit: 	mV														
															
Tracks:       	14														
Frequency:    	1000 [Hz]														
Frames:       	11111														
Start time:   	0														
															
 Frame	  Time  	Right Rectus femoris  	Right Vastus medialis  	Right Vastus lateralis  	Right Tibialis anterior  	Right Biceps femoris caput longus  	Right Semitendinosus  	Right Gastrocnemius medialis  	Right Gastrocnemius lateralis  	Right Peroneus longus  	Right Soleus  	Right Erector spinae ileocostalis  	Right Tensor fasciae latae  	Right Gluteus maximus  	Right Gluteus medius
9949	9.949	-0.0027	-0.0363	0.0081	-0.0945	-0.0227	0.0795	-0.001	-0.0348	0.0762	0.003	0.0115	0.0257	-0.002	-0.0025
9950	9.95	0.0038	-0.0362	0.0108	-0.0527	-0.0443	0.1033	0.0161	-0.0091	0.0454	0.0018	0.0297	0.0168	-0.0069	-0.0166
9951	9.951	0.0031	-0.0282	0.0088	-0.2167	-0.104	0.1161	0.0185	0.0453	0.0338	0.0051	0.0396	0.0087	-0.0085	-0.0267
9952	9.952	-0.0038	-0.0213	0.0083	-0.328	-0.1295	0.088	0.0044	0.0238	0.0086	-0.0021	0.0485	-0.0037	-0.0045	-0.0062
9953	9.953	-0.0028	-0.033	-0.0009	-0.0222	-0.1369	0.0479	-0.0047	0.0042	-0.0077	-0.0125	0.0404	-0.006	-0.007	-0.0035
9954	9.954	-0.0036	-0.0265	-0.002	0.2842	-0.1295	0.0107	-0.0062	-0.037	-0.0046	-0.0111	0.028	-0.0202	-0.0027	-0.0058
9955	9.955	-0.0057	-0.0308	-0.0106	0.0867	-0.11	-0.0328	-0.0044	0.0106	-0.0181	-0.0148	0.0168	-0.011	-0.0067	0.0008
9956	9.956	0.0009	-0.0327	-0.0048	0.1238	-0.0569	-0.1091	-0.0166	0.0686	0.0044	-0.0116	0.0025	-0.0094	-0.0144	-0.0093
9957	9.957	0.0104	-0.0279	-0.0076	0.1575	-0.007	-0.161	-0.0181	0.076	0.0018	-0.0127	-0.0107	-0.0171	-0.0199	0.0037
9958	9.958	0.0094	-0.008	-0.0158	0.0089	0.0255	-0.1515	-0.0224	-0.031	-0.0228	-0.0082	-0.0091	-0.0297	-0.0126	0.0055
9959	9.959	0.0084	-0.0044	-0.0188	-0.1266	0.0431	-0.1256	-0.0097	-0.077	-0.039	-0.004	-0.0076	-0.0112	-0.0116	-0.0021
9960	9.96	0.0095	-0.0008	-0.0196	-0.0033	0.0591	-0.0709	0.0091	-0.0631	-0.024	-0.011	-0.0256	-0.0137	-0.0175	-0.0007
9961	9.961	0.0087	0.009	-0.0297	-0.0249	0.0932	-0.0639	0.0216	-0.0254	-0.0157	-0.0156	-0.0279	-0.0116	-0.0121	-0.0044
9962	9.962	0.0046	0.0217	-0.0254	-0.0036	0.1066	-0.0447	0.024	-0.0139	-0.018	-0.0182	-0.0031	0.0066	-0.01	0.0011
9963	9.963	0.0146	0.0256	-0.019	0.0896	0.1108	-0.0275	0.0181	-0.0241	-0.0335	-0.0083	0.0069	-0.0307	-0.0082	0.0021
9964	9.964	0.016	0.0265	-0.0039	0.0731	0.1146	-0.0011	0.0054	-0.0146	-0.0476	-0.0124	0.0099	-0.1109	-0.0053	0.0048
9965	9.965	0.0248	0.0133	-0.0017	-0.0031	0.0985	0.0229	0.014	0.0114	-0.0456	-0.0162	0.0018	-0.1455	-0.0109	0.0057
9966	9.966	0.0281	0.0052	0.0115	-0.1001	0.0839	0.036	0.0156	0.082	-0.0235	-0.0059	0.0091	0.0109	-0.0115	0.0049
9967	9.967	0.0312	0.0007	0.0134	-0.2643	0.0706	0.0477	0.0033	0.0727	-0.0384	-0.0046	0.0248	0.078	-0.0078	0.0056
9968	9.968	0.034	-0.0101	0.0151	-0.242	0.0587	0.051	-0.0151	0.0469	-0.0246	0.0016	0.0147	0.0575	0.0017	0.0138
9969	9.969	0.0246	-0.0159	0.0222	-0.1404	0.0389	0.0541	-0.0222	-0.0235	-0.0221	0.0047	0.0204	0.039	0.0199	0.0128
9970	9.97	0.0134	-0.0209	0.0235	-0.122	0.0203	0.0567	-0.0066	-0.0707	0.0116	0.0036	0.0154	0.0557	0.0273	0.0097
9971	9.971	0.012	-0.0368	0.0247	-0.0042	-0.0014	0.0537	-0.0045	-0.1309	0.0845	-0.0011	0.017	0.0404	0.0208	0.005
9972	9.972	0.0025	-0.0516	0.026	0.1336	-0.0157	0.0462	-0.0063	-0.076	0.0534	0.0031	0.0267	0.0265	0.0229	0.0092
9973	9.973	-0.0061	-0.0591	0.0235	0.0411	-0.0233	0.0483	-0.0046	-0.026	0.025	0.0008	0.0104	0.0139	0.0211	0.0007
9974	9.974	-0.0116	-0.0683	0.0159	0.058	-0.0501	0.0544	-0.0031	-0.0065	0.0164	0.0071	0.0442	0.0023	0.0128	-0.0049
9975	9.975	-0.0124	-0.0666	0.0131	0.1042	-0.0605	0.0487	-0.0072	0.0112	-0.0069	0.0011	0.049	0.0126	0.0174	-0.0039
9976	9.976	-0.0169	-0.0602	0.0011	0.2019	-0.0766	0.0471	-0.001	0.0274	-0.0281	0.0063	0.0006	0.003	0.0189	-0.0066
9977	9.977	-0.021	-0.0587	-0.0071	0.1138	-0.0792	0.0334	-0.002	0.042	-0.0088	0.0126	-0.0443	0.0115	0.0178	-0.0041
9978	9.978	-0.0201	-0.0421	-0.0114	0.0337	-0.0654	0.0056	-0.0093	0.0203	-0.038	0.0066	-0.0614	-0.0119	0.0212	-0.0079
9979	9.979	-0.0151	-0.0247	-0.0181	0.1276	-0.053	-0.0544	-0.0085	0.0244	-0.0432	0.0043	-0.0452	-0.0048	0.016	-0.003
9980	9.98	-0.018	-0.0054	-0.0141	0.2919	-0.0418	-0.0802	-0.0163	0.0355	0.0004	-0.0051	-0.0207	0.0015	0.017	-0.0025
9981	9.981	-0.015	0.0173	-0.0171	0.2249	-0.0398	-0.0724	-0.0174	0.0456	0.0177	-0.0089	-0.0073	0.0072	0.0112	-0.0042
9982	9.982	-0.0114	0.0276	-0.0179	0.2457	-0.0269	-0.0511	-0.011	0.0547	0.0017	-0.0145	0.0129	0.0123	0.0091	-0.011
9983	9.983	-0.0052	0.0386	-0.0113	0.1536	-0.0186	-0.0446	-0.0015	0.0414	0.0355	-0.0115	0.0384	0.0169	-0.0015	-0.0046
9984	9.984	0.0008	0.0382	-0.0153	-0.0988	-0.0018	-0.0272	-0.0004	0.0345	0.084	-0.0124	0.055	0.0213	-0.0029	-0.0055
9985	9.985	0.0016	0.0437	-0.0067	-0.1349	0.0093	-0.0219	0.0006	0.0326	0.1033	0.0005	0.0464	0.0012	-0.0068	-0.0003
9986	9.986	0.0065	0.0442	-0.0076	-0.2332	0.0234	-0.0076	-0.0047	0.035	0.0269	0.0061	0.0108	-0.0169	-0.0056	0.0004
9987	9.987	0.0096	0.0437	0.004	-0.1438	0.0251	0.0055	0.0037	0.0185	-0.0459	0.0078	-0.0133	0.0128	-0.0045	0.002
9988	9.988	0.0113	0.032	0.0026	-0.1168	0.0301	0.0015	0.0026	0.021	-0.0173	-0.0029	-0.0529	0.0167	-0.0159	-0.0009
9989	9.989	0.019	0.0242	0.0179	-0.0434	0.0346	0.0123	-0.0048	0.0028	-0.0431	0.004	-0.09	0.0202	-0.0143	0.0016
9990	9.99	0.0246	0.0229	0.02	0.0683	0.0527	0.0154	0.0035	0.0007	-0.051	0.0051	-0.0946	0.0104	-0.0128	0.0046
9991	9.991	0.0193	0.0186	0.0256	0.0071	0.0651	0.0301	0.009	0.0075	-0.0012	0.0154	-0.0813	0.0133	-0.009	0.0017
9992	9.992	0.0071	0.0228	0.0172	-0.0857	0.0539	0.0601	0.0079	0.0057	0.0312	0.0335	-0.0211	-0.0004	-0.0122	0.0027
9993	9.993	-0.0081	0.0111	0.0158	-0.3382	0.0233	0.0718	0.0032	0.0004	0.0606	0.0012	0.0222	-0.0127	-0.0131	0.001
9994	9.994	-0.0101	0.006	0.0062	-0.2303	-0.0075	0.0897	0.0126	-0.0045	0.0554	-0.0032	-0.001	-0.0149	-0.0158	-0.0014
9995	9.995	-0.0156	-0.0022	0.0074	-0.198	-0.0435	0.0995	0.0088	0.0033	0.0212	0.0007	0.0203	-0.0088	-0.0115	0.0028
9996	9.996	-0.024	-0.0092	-0.0003	0.1295	-0.0773	0.1444	-0.0016	-0.0145	-0.0275	0.0043	0.014	-0.0069	-0.0107	-0.0055
9997	9.997	-0.0255	-0.0146	-0.0075	0.1731	-0.0993	0.1637	-0.0057	-0.0117	0.0176	-0.0055	0.0083	-0.0154	-0.0029	-0.0045
9998	9.998	-0.0295	-0.0012	-0.0158	-0.0257	-0.1112	0.1345	-0.0046	-0.0316	0.0351	-0.0084	-0.0075	-0.0169	-0.0038	0.0008
9999	9.999	-0.0283	0.0023	-0.0147	-0.1348	-0.1076	0.0546	-0.0103	-0.0341	-0.0129	-0.0057	-0.0027	-0.0209	-0.0083	0.0016
10000	10	-0.0204	0.0109	-0.0219	-0.2346	-0.0779	-0.0718	-0.0157	-0.0215	-0.0452	-0.008	0.0106	-0.0095	-0.0023	-0.0026
10001	10.001	-0.0234	0.0025	-0.0226	-0.1458	-0.0419	-0.1221	-0.0149	-0.0235	-0.0509	0.0123	-0.0172	-0.0049	0.0015	-0.0019
10002	10.002	-0.0243	0.0052	-0.0284	-0.1192	0.0113	-0.1985	-0.0108	-0.0172	-0.0457	0.0096	0.0157	-0.0009	-0.0049	-0.0012
10003	10.003	-0.02	0.0012	-0.0277	-0.1936	0.0467	-0.2122	-0.0009	-0.004	-0.0314	0.0023	0.0466	0.0079	-0.0023	0.0005
10004	10.004	-0.0101	0.006	-0.0198	-0.1269	0.053	-0.1996	0.0115	0.0046	-0.0535	0.0135	0.0988	0.0157	-0.0044	0.0001
10005	10.005	-0.0032	0.0071	-0.0103	0.0555	0.0587	-0.119	0.013	-0.0029	-0.0338	0.0278	0.1344	0.0063	-0.0023	-0.0066
10006	10.006	0.003	0.0064	-0.014	0.1767	0.0535	-0.0879	0.0022	-0.0069	-0.0012	0.0149	0.076	0.0052	-0.0027	-0.0111
10007	10.007	0.0062	0.0107	-0.0107	0.2418	0.0487	-0.0406	-0.0076	-0.0056	0.0204	0.0166	-0.0101	0.0108	-0.0021	-0.0033
10008	10.008	0.0092	-0.002	-0.0097	0.2201	0.0444	-0.0148	-0.0115	-0.011	0.0241	0.0091	-0.0446	0.0162	-0.0015	0.002
10009	10.009	0.0156	0.0073	-0.0012	0.0909	0.0406	-0.007	0.0033	-0.0057	0.0133	0.0132	-0.0549	0.0117	-0.0026	0.0029
10010	10.01	0.0233	0.0086	0.0066	0.0755	0.0371	0.0143	0.0052	-0.003	0.0034	0.0096	-0.0644	0.0144	-0.0073	0.0055
10011	10.011	0.0327	0.023	0.0181	0.0925	0.0403	0.0209	0.0033	0.0013	0.024	0.0086	-0.0558	0.0078	-0.0041	0.0049
10012	10.012	0.0363	0.017	0.0227	0.0797	0.0433	0.0268	0.0082	-0.0102	-0.0008	0.0035	-0.0168	-0.0059	0.0024	0.0127
10013	10.013	0.0238	0.0193	0.0267	-0.0091	0.0351	0.0321	-0.0025	-0.0321	-0.0043	-0.0029	0.0045	-0.0079	0.0017	0.0118
10014	10.014	0.0085	0.0139	0.0279	0.0021	0.0228	0.037	-0.0096	-0.0233	0.0162	-0.0002	0.0109	-0.0245	-0.0004	0.0091
10015	10.015	0.0023	0.0081	0.0247	0.0748	-0.0066	0.0592	-0.016	-0.0205	0.0185	0.0006	-0.0065	-0.0179	0.0017	0.005
10016	10.016	-0.0071	-0.0014	0.0194	0.1032	-0.0427	0.0873	-0.0105	-0.0227	-0.0191	0.0071	-0.0013	0.0004	0.0049	0.0103
10017	10.017	-0.0122	-0.004	0.0148	0.0771	-0.0767	0.0983	0.0051	-0.0204	-0.0143	0.0064	-0.0256	-0.0167	0.0066	0.0123
10018	10.018	-0.023	-0.0054	0.007	0.0382	-0.1166	0.1149	0.0116	-0.0182	-0.0098	0.0043	0.0052	-0.0187	0.0115	0.0129
10019	10.019	-0.03	-0.0013	0.0017	0.0029	-0.1327	0.0943	0.0094	-0.0162	-0.0144	-0.0004	0.017	-0.0165	0.0133	0.0042
10020	10.02	-0.0239	-0.003	-0.0047	-0.0811	-0.0991	0.0534	0.0075	-0.0245	-0.0027	-0.0097	-0.0012	-0.0109	0.0046	0.0054
10021	10.021	-0.0115	-0.0074	-0.0023	0.0226	-0.0685	-0.0229	0.009	-0.026	0.0153	-0.0081	-0.0044	-0.0057	-0.0016	0.0023
10022	10.022	-0.01	-0.0042	-0.0093	-0.0744	-0.0488	-0.0539	0.0105	-0.0247	0.0185	-0.0017	-0.0073	0.0112	-0.0047	0.0013
10023	10.023	-0.0087	0.0031	-0.0235	-0.2637	-0.0309	-0.0633	0.0173	-0.0133	-0.0024	-0.0005	0.0117	0.009	-0.0077	-0.009
10024	10.024	-0.0075	-0.0002	-0.0256	-0.2906	0.0184	-0.1063	0.0084	0.0006	0.0001	-0.0077	-0.0255	0.0232	-0.003	-0.0049
10025	10.025	0.0036	-0.0078	-0.0276	-0.1176	0.068	-0.0984	0.0187	0.0137	-0.0175	0.0027	-0.0627	-0.001	0.0013	-0.0086
10026	10.026	0.0049	-0.0084	-0.0294	-0.1387	0.0742	-0.077	0.0199	0.0087	0.0158	0.0209	-0.087	-0.0042	0.0007	-0.0007
10027	10.027	0.0061	-0.0059	-0.0127	0.1679	0.0798	-0.0577	0.021	0.0103	0.0203	0.0086	-0.0827	0.0046	0.0027	-0.0059
10028	10.028	0.0096	0.0021	-0.0107	0.1259	0.0955	-0.0284	0.0107	0.0312	0.0247	0.0065	-0.0469	0.0182	0.0033	-0.0013
10029	10.029	0.0126	-0.0062	-0.0089	0.0081	0.1001	-0.0125	-0.0046	0.04	0.0525	-0.024	-0.0133	0.0159	0.005	-0.0021
10030	10.03	0.0156	-0.0072	-0.0035	-0.1	0.0868	0.0018	-0.0148	0.0153	0.0271	-0.0459	0.0086	0.014	-0.0017	-0.0105
10031	10.031	0.0109	-0.0072	0.0014	-0.0675	0.0749	0.015	-0.0056	0.0054	0.0304	-0.0259	0.0204	0.004	-0.0009	-0.0073
10032	10.032	0.015	-0.0016	0.0088	0.1409	0.0568	0.0268	-0.0006	0.0025	-0.0147	-0.0224	0.0168	0.0021	0	0.0022
10033	10.033	0.0234	0.0121	0.01	0.2219	0.047	0.0304	0.004	0.0051	-0.0601	-0.0321	0.0265	-0.0165	0.0022	0.0011
10034	10.034	0.0311	0.0148	0.0161	0.0985	0.0382	0.0403	0.0026	0.0075	-0.066	-0.0409	0.0594	-0.019	0.0115	0.0067
10035	10.035	0.0341	0.0197	0.0215	0.0752	0.0246	0.0433	-0.0011	0.023	-0.0716	-0.0161	0.0549	-0.0035	0.0152	0.0037
10036	10.036	0.0294	0.033	0.0203	0.1349	0.0174	0.0407	0.0021	0.0208	-0.1153	0.0003	0.0429	0.0025	0.0096	0.0029
10037	10.037	0.0199	0.0327	0.0174	0.1524	0.0019	0.0432	0.0031	0.0225	-0.0271	0.0032	0.032	-0.0144	0.0044	-0.003
10038	10.038	0.0136	0.0324	0.0198	0.0676	-0.0246	0.0455	0.0022	0.024	0.0866	0.0059	0.0088	-0.0123	0.0017	-0.0008
10039	10.039	0.0079	0.0305	0.0159	0.1127	-0.0426	0.0436	-0.0003	0.0162	-0.0206	0.0082	0.0058	-0.0104	0.0042	0.0041
10040	10.04	-0.0036	0.0425	0.0137	0.0713	-0.0327	0.0419	-0.004	0.0036	-0.0625	0.0016	0.0138	-0.0162	0.002	0.0011
10041	10.041	-0.0113	0.0468	0.0041	-0.0155	-0.0177	0.0301	-0.0076	-0.0084	-0.0734	-0.0064	0.017	-0.0045	0.0001	-0.0053
10042	10.042	-0.021	0.0438	-0.0057	0.02	-0.0149	0.0227	-0.017	-0.0101	0.0145	-0.0045	0.0242	0.0106	-0.0006	-0.0094
10043	10.043	-0.0273	0.0389	-0.0047	0.1562	-0.0272	0.0159	-0.0211	-0.0199	0.1639	-0.0064	0.022	0.0084	-0.0023	-0.0036
10044	10.044	-0.0242	0.0306	-0.0105	0.1006	-0.0337	0.0148	-0.0071	-0.0339	0.103	0.002	0.02	0.0175	-0.0006	0.0001
10045	10.045	-0.0273	0.0267	-0.0159	-0.1181	-0.0479	-0.0021	-0.0089	-0.0358	-0.0266	0.0096	0.0182	0.0021	-0.0031	-0.0048
10046	10.046	-0.0282	0.0291	-0.0226	0.0318	-0.0535	-0.0343	-0.0037	-0.0274	-0.0435	0.0136	0.0199	-0.0001	0.0011	-0.0018
10047	10.047	-0.0205	0.0204	-0.0219	0.2768	-0.0484	-0.0298	0.0039	-0.0046	-0.0286	0.0198	0.0092	0.0016	-0.0017	-0.0035
10048	10.048	-0.0175	0.0208	-0.0244	0.3759	-0.0407	-0.0179	-0.0086	0.0317	-0.0147	0.0026	0.0022	0.0031	-0.0022	-0.0009
10049	10.049	-0.0063	-0.0776	-0.0241	-0.12	-0.0298	-0.0287	0.0008	0.0302	-0.0525	0.0001	-0.0016	0.0136	-0.0034	-0.0031
10050	10.05	-0.0017	-0.0707	-0.0223	-0.2698	-0.0087	-0.0541	0.0059	0.0445	0.005	0.0156	-0.0094	0.0094	-0.0062	-0.0096
10051	10.051	0.0079	-0.0684	-0.013	-0.0802	-0.0055	-0.0641	0.0045	0.04	0.0151	0.0134	-0.0042	0.003	-0.0052	-0.0236
10052	10.052	0.0117	-0.0439	-0.0063	-0.0055	-0.0025	-0.0555	-0.0051	0.0281	0.0244	0.0003	-0.0089	-0.012	-0.0062	-0.0257
10053	10.053	0.0174	-0.0339	0.0023	0.332	-0.0045	-0.0309	0.0063	0.0171	0.0847	-0.0252	-0.0184	-0.0142	-0.0071	-0.0127
10054	10.054	0.0185	-0.0425	-0.0011	0.7656	0.007	-0.0146	0.0232	0.0401	0.0769	-0.0362	-0.0173	-0.0199	-0.0069	-0.0076
10055	10.055	0.0122	-0.0342	0.004	0.7086	0.0215	-0.0059	0.0121	0.0428	0.1126	-0.0066	-0.0141	-0.0116	-0.003	0
10056	10.056	0.0132	-0.0364	0.0012	0.1282	0.0236	0.0079	-0.0063	0.007	0.0157	0.0051	-0.011	-0.0194	-0.0024	0.0013
10057	10.057	0.0126	-0.0251	0.0052	-1.0324	0.0187	0.0008	-0.0185	-0.0173	-0.1092	0.0085	-0.0065	-0.0348	-0.006	0.005
10058	10.058	0.0091	-0.0189	0.0073	-1.5291	0.0143	0.0032	-0.0029	-0.0218	-0.0583	0.0115	-0.0108	-0.0656	-0.0029	0.0039
10059	10.059	-0.0003	-0.0059	0.0078	-1.3771	0.0186	0.0136	0.0073	0.0061	0.0186	0.0143	-0.0179	-0.1319	-0.0032	0.0069
10060	10.06	-0.0044	-0.0041	0.0094	-0.6911	0.0151	0.0231	0.0092	0.0095	0.0051	0.006	-0.0095	-0.0658	-0.009	0.0096
10061	10.061	-0.0183	0.0035	0.0088	0.4307	0.0162	0.025	0.0042	0.0126	0.0682	0.0035	0.0075	0.0634	-0.0081	0.0018
10062	10.062	-0.009	0.0132	0.0062	0.2798	0.0153	0.0206	-0.0034	-0.0023	0.0793	-0.0033	0.0051	0.0448	-0.0088	0.007
10063	10.063	-0.0074	0.0168	0.0039	0.1428	0.0108	0.0222	0.0063	-0.0271	0.1314	-0.0136	-0.0016	0.0613	-0.0024	0.0079
10064	10.064	0.0032	0.0177	0.0093	0.0189	0.0117	0.0161	0.0101	-0.0303	0.122	-0.0044	0.0045	0.0764	0.0018	0.007
10065	10.065	-0.0009	0.0186	0.0114	0.1335	0.0048	0.0107	0.0045	-0.0214	0.0619	0.0039	0.0026	0.0346	0.0056	0.0032
10066	10.066	-0.0047	0.0062	0.0133	-0.1731	0.0094	0.0056	-0.0112	-0.0405	-0.0239	-0.0038	0.0009	0.0219	0.0006	0.0025
10067	10.067	-0.0015	-0.0058	0.0101	-0.0776	-0.0001	0.003	-0.0133	-0.0678	-0.0581	-0.022	-0.0096	0.0333	0.0023	-0.007
10068	10.068	-0.0005	-0.0167	0.0082	0.009	-0.0013	-0.0028	-0.0072	-0.0642	-0.068	-0.0294	-0.0135	0.0228	0.0018	0.0026
10069	10.069	0.0135	-0.0184	0.0106	0.0872	0.0018	-0.0079	-0.0053	-0.0345	-0.0581	-0.0274	-0.0097	0.0322	-0.0007	0.0014
10070	10.07	0.0155	-0.0199	0.0116	0.1573	-0.0013	-0.0072	-0.0035	-0.0146	-0.0663	-0.0174	-0.0175	0.0235	-0.0004	0.0045
10071	10.071	0.0137	-0.0373	0.0094	0.2206	-0.004	-0.0114	0.0072	-0.0038	-0.0581	0.003	-0.0185	0.0156	0.0051	0.0055
10072	10.072	0.0188	-0.05	0.0057	0.162	-0.0014	-0.0063	0.0112	0.006	0.0064	0.022	-0.0326	0.0084	-0.0018	-0.0049
10073	10.073	0.0264	-0.066	0.0078	-0.1031	-0.002	-0.0043	0.0101	0.0268	0.067	0.0243	-0.0184	0.002	0.0008	-0.0064
10074	10.074	0.0169	-0.0889	0.0029	-0.4401	-0.0068	-0.0013	-0.0024	0.0241	0.0594	0.022	0.0095	-0.0155	-0.0018	-0.0027
10075	10.075	0.0181	-0.0981	0.0085	-0.4837	-0.0037	-0.0019	-0.0007	0.0068	-0.0328	0.0158	0.0213	-0.0104	0.0019	0.0028
10076	10.076	0.0057	-0.0904	0.0091	-0.5228	0.0005	0.0048	-0.0022	0.0046	-0.1209	0.0176	0.0393	0.0137	0.0083	-0.0025
10077	10.077	-0.0094	-0.0933	0.0012	-0.1258	0.0022	0.0075	0.0018	0.0147	-0.0861	0.0091	0.0229	-0.0525	0.0005	-0.0053
10078	10.078	-0.0195	-0.0872	0.0001	0.6669	-0.0028	0.0016	0.0006	0.0277	-0.0962	0.0075	-0.0221	-0.1948	0.0015	0.0024
10079	10.079	-0.0213	-0.057	0.0009	0.7796	-0.0064	-0.0006	0.0084	0.0259	-0.1056	0.0171	-0.0413	-0.1339	-0.0031	0.0034
10080	10.08	-0.0264	-0.0267	-0.0033	0.4703	-0.0021	-0.0025	0.0053	0.0244	0.0067	0.0057	0.0119	0.0697	-0.0022	0.0041
10081	10.081	-0.0218	0.0007	0.0019	0.3761	0.0042	-0.0041	-0.0088	0.0118	0.0527	-0.002	0.0334	0.0426	-0.0001	0.0015
10082	10.082	-0.0205	0.033	-0.0017	0.2907	0.0016	-0.0115	-0.0027	-0.0137	0.0666	-0.0061	0.0272	0.0671	0.0006	0.0036
10083	10.083	-0.0142	0.0457	-0.0075	0.5229	-0.01	-0.0062	0.0028	-0.003	0.155	0.0052	0.0216	0.0447	0.0022	0.0015
10084	10.084	-0.0039	0.0491	-0.0127	0.5937	-0.0119	-0.0052	0.001	0.0199	-0.0173	0.0067	0.0378	0.0649	0.0086	0.0057
10085	10.085	-0.0026	0.0521	-0.0121	0.2743	-0.0166	-0.0043	0.0025	0.0227	-0.1402	0.0107	0.0138	0.0094	0.0061	0.0061
10086	10.086	0.0011	0.0548	-0.0079	0.2158	-0.0072	-0.0036	-0.0045	0.0145	-0.1177	0.022	0.0009	0.0262	0.0113	0.0096
10087	10.087	0	0.0571	-0.0039	0.1624	-0.0012	-0.0071	-0.0158	0.0071	0.0247	0.0205	-0.0189	0.0415	0.0133	0.0053
10088	10.088	-0.0032	0.0485	-0.0075	-0.3665	0.0018	-0.0054	0.0011	-0.0177	0.1174	0.011	-0.0224	0.0276	0.0049	0.0047
10089	10.089	0.0071	0.0406	-0.0088	-1	-0.0037	-0.0024	0.0076	-0.0146	0.168	0.0198	-0.0191	0.0152	0.0039	0.0052
10090	10.09	0.0001	0.0379	-0.0136	-0.5744	-0.0086	0.0023	0.0096	0.0001	0.153	0.0277	-0.0161	0.0038	-0.0056	0.0039
10091	10.091	0.0013	0.0393	-0.0042	-0.1873	-0.008	0.0006	-0.0184	-0.0027	0.0003	0.012	-0.0023	-0.0064	-0.0068	0.0035
10092	10.092	-0.0018	0.0406	-0.0003	0.1643	0.0003	-0.0083	-0.0384	-0.0351	-0.1013	-0.0216	-0.0094	0.0032	-0.0037	0.0045
10093	10.093	0.0078	0.0484	0.0034	0.1002	-0.0032	-0.0021	-0.0349	-0.0573	-0.0456	-0.0263	-0.0249	-0.0053	-0.0007	-0.0008
10094	10.094	0.0141	0.0402	0.0023	-0.3068	-0.0003	-0.0032	-0.0119	-0.0295	0.0389	-0.0218	0.0058	-0.013	0.0001	-0.0002
10095	10.095	-0.0008	0.0326	0.0012	-0.2544	-0.0144	0.002	0.0029	0.0104	0.0545	-0.0099	0.0279	-0.0058	0.001	-0.0023
10096	10.096	-0.0149	0.0231	-0.0015	0.0814	-0.0451	0.0083	0.0055	0.005	-0.0427	-0.0062	0.0318	0.0008	0.0046	-0.0081
10097	10.097	-0.039	0.0099	0.0027	0.4742	-0.085	0.0056	-0.0018	-0.0095	-0.0553	-0.0029	0.0138	-0.0165	-0.0018	-0.0103
10098	10.098	-0.0487	0.0075	0.008	0.6323	-0.0799	0.0018	-0.0174	-0.014	-0.0208	0.0001	-0.0026	-0.0216	-0.0061	-0.0039
10099	10.099	-0.0398	0.0144	0.006	0.1034	-0.0558	-0.0032	-0.0073	-0.0102	0.0314	0.0029	0.0246	-0.0071	-0.0054	-0.0065
10100	10.1	-0.0316	0.0232	-0.0023	-0.5304	-0.0251	-0.0027	0.0168	0.0151	0.0601	0.0006	0.0212	-0.0114	-0.0075	-0.0058
10101	10.101	-0.0143	0.0188	-0.0054	-0.6161	-0.0051	0.0013	0.0136	0.0248	0.0173	0.0029	0.0246	0.0006	-0.008	0.0048
10102	10.102	-0.0076	0.0125	-0.0064	-0.3843	0.0204	-0.0003	0.0224	0.016	-0.0529	0.0172	0.0218	0.0115	-0.0121	-0.0058
10103	10.103	-0.0055	0.0108	-0.0055	-0.1738	0.0368	-0.0055	0.0142	0.0406	-0.0812	0.0266	0.0138	0.0085	-0.0095	-0.0018
10104	10.104	0.0076	0.0056	0.0006	0.1461	0.0518	-0.0075	0.0069	0.024	-0.1071	0.0182	0.0016	0.0174	-0.0084	0.002
10105	10.105	0.0296	0.0075	0.0029	0.4372	0.0491	-0.0033	-0.0134	0.0151	-0.115	0.0107	-0.0229	0.0038	-0.0019	0.001
10106	10.106	0.0384	-0.0016	0.0009	-0.0376	0.0268	-0.0074	-0.0162	0.0013	-0.1791	-0.0101	-0.0327	-0.0083	0.0103	-0.0063
10107	10.107	0.0412	-0.0032	-0.0084	-0.3574	0.0119	0.0004	0.0061	-0.0012	-0.1532	-0.0371	-0.0176	0.0077	0.0086	-0.0017
10108	10.108	0.0485	-0.0132	-0.0097	0.0476	0.0255	0.006	0.0209	0.0142	-0.0358	-0.0189	-0.0148	0.0101	0.0101	-0.0058
10109	10.109	0.0688	-0.02	-0.0033	0.2041	0.0278	0.0133	0.029	0.0282	0.2166	0.0042	-0.0219	0.0085	0.006	-0.008
10110	10.11	0.0661	-0.0194	-0.0042	0.4432	0.0342	0.0125	0.0017	0.0039	0.3968	-0.0045	-0.0107	0.0137	0.0097	-0.0059
10111	10.111	0.0589	-0.0082	0.0032	0.1379	0.032	0.0048	-0.0019	-0.0457	0.1012	-0.0125	0.02	0.0063	0.0107	-0.0128
10112	10.112	0.0567	-0.0009	0.006	-0.2972	0.0226	0.0058	-0.0051	-0.0529	-0.0178	-0.0101	0.0245	-0.0059	-0.0008	-0.01
10113	10.113	0.026	0.0029	0.0103	-0.7027	0.0207	0.0104	-0.014	-0.0466	-0.0539	-0.0255	0.0207	-0.0208	0.0068	-0.0074
10114	10.114	-0.0225	0.0039	0.0111	-0.966	0.022	0.0079	-0.0113	-0.0409	-0.0866	-0.0275	-0.0338	-0.0185	-0.0001	-0.0067
